Date,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Crypto,Bond,Bond,Bond,Bond,Bond,Bond,Bond,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,Comms,FX,FX,FX,FX,FX,FX,FX,FX,FX,FX,FX,FX,FX,RE,RE,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
1/17/2017,4.56338E-05,0.151502997,0.0242796,907.9379883,0.00391099,0.000889201,14.24890041,0.000263373,2.91E-07,0.248287007,0.000215367,10.30230045,3.084059954,0.00565465,0.00174189,3.939049959,0.117339,0.0257317,0.235745996,0.115618996,0.00575657,0.297208011,1.82779E-05,4.33698988,0.00037103,0.00871227,1.000010014,0.030506,1.966390014,0.00352415,0.00254475,12.38990021,0.00680049,1.91444E-05,0.000317569,255.6484,11.22,7.037,220.9491,1.912,2.327,1.309,250.3,365.5,1069.25,433.5,130.925,65.8,119.575,55.47,52.74,72.11,20.73,52.48,1.6486,49650,17.16,1216.46,759,974.4,0.7566,1.3041,1.0009,6.852,6.9409,1.0712,1.2413,7.7554,67.8515,112.62,8.4459,0.7213,8.8822,219.86,164.45,30,98.83999634,77.00976563,159.3999939,40.48600006,115.9100037,98.85234833,618,86.47000122,59.93999863,2112,159.6399994,23.60499954,6095,15.47000027,40.23049927,41.3730011,936,83.55000305,1088,244.8999939,62.52999878,25.27750015,169.6000061,1441,15.70533276,3320.5
1/18/2017,4.87193E-05,0.152807996,0.022341499,886.617981,0.00394514,0.000865309,14.06410027,0.000272885,3.59E-07,0.319272012,0.0002078,10.22780037,3.017790079,0.00562947,0.00194599,3.838200092,0.117403999,0.024919501,0.225264996,0.139772996,0.00574758,0.282355011,2.51922E-05,4.397399902,0.000363272,0.00850546,1.000010014,0.031524301,1.99040997,0.0035524,0.00248084,12.04839993,0.00670942,1.77094E-05,0.00027372,255.495,11.221,7.045,220.6134,1.951,2.387,1.339,252.05,365,1075,431,131,65.2,120.275,53.92,53.22,72.26,20.98,51.08,1.6092,49130,17.02,1203.54,743,961.7,0.7505,1.3269,1.007,6.836,6.9954,1.063,1.2257,7.756,68.2129,114.65,8.4911,0.7118,8.9517,220.38,164.37,29.99749947,99.05999756,76.93463135,159.75,40.37400055,122.9700012,100.3776932,618,87,59.95999908,2137,160.4900055,23.14999962,6125,15.5699997,40.30350113,41.45100021,940.5,83.94000244,1082.666626,242.3999939,62.5,25.73749924,169.5500031,1426,15.89066696,3355.5
1/19/2017,4.65086E-05,0.146605,0.024141099,899.0729981,0.0038776,0.000881455,15.17809963,0.000278807,2.31E-07,0.321532995,0.000210597,10.39719963,2.98871994,0.0054202,0.00206872,3.860610008,0.120274,0.025498901,0.234044001,0.119828999,0.00592809,0.284440994,2.58535E-05,4.490300179,0.000368028,0.00872728,1.000010014,0.033711702,1.949180007,0.00358491,0.00234947,12.1487999,0.00703364,1.83509E-05,0.000305811,255.2026,11.22,7.045,220.4006,1.981,2.459,1.413,253.3,366.25,1070.25,423.5,131.95,65.425,121.025,54.16,53.61,72.69,20.18,51.37,1.6183,48750,17.01,1204.76,751,957.7,0.7558,1.3318,1.006,6.868,6.9721,1.0663,1.2341,7.757,68.0917,114.86,8.4457,0.7186,8.9489,216.93,161.71,29.9449997,98.84999847,77.57324982,159.5500031,40.45199966,121.8600006,100.2792893,595.5,86.58999634,59.68999863,2127,159.4100037,23.26000023,6045,15.51000023,40.10874939,41.21849823,933,83.30000305,1053.866577,241,62.29999924,26.29000092,170.5,1421,16.25066757,3340.5
1/20/2017,4.51124E-05,0.146478996,0.0232179,895.026001,0.00388238,0.000877141,15.15929985,0.000268542,2.34E-07,0.315537989,0.000208534,10.60060024,2.830349922,0.00541863,0.00201384,3.890010119,0.117510997,0.025152801,0.234525994,0.097237602,0.00582675,0.281342,2.66973E-05,4.427470207,0.000349618,0.00874748,1.000010014,0.033349998,1.930950046,0.00354548,0.0023569,11.90939999,0.00667528,1.82593E-05,0.000295363,255.0314,11.221,7.211,220.0061,2.029,2.467,1.43,253.06,369.75,1067.5,428.25,133.1,65.3,120.25,55.49,55.56,73.04,20.18,52.42,1.6459,48410,17.068,1209.56,761,976.5,0.7553,1.3321,1.0012,6.8729,6.9535,1.0699,1.2374,7.7572,68.05,114.6,8.4094,0.7161,8.886,216.54,161.08,30,98.75,77.42298889,159.25,40.41650009,122.0500031,100.8697434,590.5,87.15000153,59.25,2136,160.2100067,23.10000038,6065,15.55000019,40.25099945,41.40850067,925,83.66999817,1050.133301,238.5,62.74000168,26.00250053,170.0500031,1425,16.31533241,3361
1/23/2017,4.62055E-05,0.143563002,0.018642301,921.0120239,0.00369794,0.000903172,15.19019985,0.000276233,2.96E-07,0.282968998,0.000208135,10.82079983,3.36093998,0.00592618,0.00215745,3.835760117,0.122874998,0.0247673,0.228510007,0.092560999,0.0057629,0.273752004,2.75505E-05,4.585140228,0.000364855,0.00947884,1.000010014,0.033036899,1.946640015,0.00368939,0.00233206,12.2517004,0.00669729,2.76325E-05,0.000322561,254.8767,11.22,7.124,220.4863,2.004,2.401,1.367,255.33,369.5,1057.75,433.25,132.775,65,120.25,55.23,56.78,74.63,20.64,52.75,1.6265,48630,17.2,1217.38,787,978.5,0.7579,1.3237,0.9963,6.8514,6.9074,1.0761,1.2531,7.7564,68.0405,112.68,8.3453,0.7231,8.826,217.4,162.25,30.02000046,98.55000305,77.12246704,157.449997,40.89400101,122.1699982,99.44280243,597,86.26000214,59.04999924,2126,158.8099976,22.80500031,6065,15.31000042,40.96549988,42.2215004,916.5,83.70999908,1066.133301,238.199997,62.95999908,26.27249908,171.1499939,1420,16.59466744,3349
1/24/2017,4.46202E-05,0.142858997,0.0142903,892.6870117,0.00368524,0.00087444,14.08990002,0.000249899,2.64E-07,0.280097008,0.000202261,10.6324997,3.236330032,0.00568846,0.00219464,3.786099911,0.119167,0.0252269,0.215646997,0.105373003,0.00565932,0.256536007,1.92557E-05,4.329889774,0.000332712,0.00895268,1.000010014,0.0309214,1.866590023,0.0039022,0.00223352,11.81429958,0.00653998,2.49011E-05,0.000348012,255.0823,11.21,6.952,220.2887,2.035,2.471,1.403,257.91,363.25,1058.5,426.75,132.425,65.225,119.675,55.44,55.44,73.57,20.58,53.18,1.6415,48010,17.08,1208.74,785,995.7,0.7578,1.3157,1.0006,6.8555,6.9289,1.073,1.252,7.7571,68.1275,113.78,8.3496,0.7245,8.8463,215.48,160.99,29.99250031,98.62999725,77.19759369,157.3000031,41.12200165,122.5500031,99.78723908,586,87.33000183,58.93000031,2081,160.7200012,22.71999931,6120,15.35000038,41.19350052,42.47650147,915.5,84.72000122,1053.333252,239.699997,63.52000046,26.83250046,171.3000031,1413,16.97400093,3353
1/25/2017,5.02409E-05,0.142875001,0.0139915,901.5419922,0.00365753,0.000883271,14.51039982,0.000251679,2.60E-07,0.275121003,0.000203735,10.57050037,3.244420052,0.00645492,0.0032717,3.714529991,0.127272993,0.026190201,0.220353007,0.107993998,0.0057755,0.256128013,1.86175E-05,4.325789928,0.000336492,0.00905082,1.000010014,0.031362198,1.900040031,0.00454277,0.00215653,11.82979965,0.00651289,1.80341E-05,0.00027948,255.7317,11.711,6.995,219.8306,2.111,2.523,1.47,257.04,366.25,1055.25,424.5,132.375,67.525,119.875,55.08,52.81,73.88,20.34,52.75,1.6114,47680,16.95,1200.22,762,977.74,0.757,1.3069,0.9993,6.8812,6.9187,1.0744,1.263,7.7573,67.9775,113.27,8.3102,0.7293,8.8181,214.67,161.11,30.46999931,99.08000183,77.8737793,162.5,41.82600021,122.7799988,102.5919113,583.5,88.80000305,58.95000076,2084,164.25,23.33499908,6090,15.14999962,41.78350067,42.92250061,925.5,86.02999878,1058.133301,241.3999939,63.68000031,26.94750023,171.5500031,1410,16.96466637,3348.5
1/26/2017,5.59899E-05,0.144421995,0.021807401,917.5859985,0.0038318,0.000899204,15.04230022,0.000247721,7.86E-07,0.285340995,0.00020805,10.58909988,3.266109943,0.00684181,0.0036805,3.834320068,0.123673998,0.0261728,0.218865007,0.102169998,0.00586677,0.265987992,2.63421E-05,4.141890049,0.000356451,0.00877015,1.000010014,0.030765699,2.021620035,0.005204,0.00219708,11.98089981,0.00668965,2.71353E-05,0.000266091,255.9282,11.711,6.93,219.6048,2.24,2.508,1.515,264.04,363.75,1049.5,427,131.825,65.85,118.7,56.24,52.12,74.19,20.36,53.78,1.6409,49200,16.76,1188.49,717,973.49,0.7535,1.3088,0.9998,6.8768,6.9615,1.068,1.2586,7.7579,68.1655,114.52,8.3384,0.7241,8.8385,215.35,162.3,30.48500061,98.37000275,77.72351837,163,41.95750046,121.1299973,104.7569199,585.5,88.12999725,58.90999985,2071,164.9199982,23.39999962,6070,14.94999981,41.60749817,42.84899902,926,86.75,1073.06665,243.3000031,64.26999664,27.41250038,171.3000031,1398,16.83399963,3191
1/27/2017,5.58102E-05,0.144289002,0.0240587,919.75,0.00386847,0.000901369,15.3423996,0.000266743,3.47E-07,0.285421014,0.000204315,10.53730011,3.273420095,0.00748526,0.00320178,3.855880022,0.122538999,0.026111299,0.218043998,0.105899997,0.00577288,0.274643004,0.000027332,4.323860169,0.000375557,0.00916572,1.000010014,0.035592701,2.22954011,0.00499439,0.00219597,12.09659958,0.00641529,1.94271E-05,0.000229943,256.1369,11.712,7.239,219.7436,2.24,2.481,1.469,265.26,362.5,1049.25,420.5,127.45,66.9,118.325,55.52,51.38,74.85,20.33,53.17,1.6189,49590,17.12,1191.21,722,983.6,0.7546,1.315,0.999,6.8768,6.954,1.0694,1.2546,7.759,68.08,115.06,8.3394,0.7255,8.85,215.18,161.62,30.48749924,98.44999695,76.82193756,162,41.78850174,121.7699966,104.2648697,583,87.41000366,58.59999847,2090,164.3999939,23.25499916,6190,14.77000046,41.16550064,42.25149918,929.5,86.93000031,1058.133301,243.8000031,65.77999878,27.94249916,171.3000031,1412,16.86333275,3233.5
1/30/2017,0.000058015,0.148535997,0.023593601,920.382019,0.00413394,0.000902313,15.96080017,0.000275203,3.23E-07,0.300848007,0.000207922,10.57120037,3.457319975,0.00689129,0.00353525,4.021249771,0.137312993,0.0259986,0.222111002,0.110633999,0.00643334,0.293255001,2.75659E-05,4.218589783,0.000368699,0.00963527,1.000319958,0.044958498,2.99161005,0.00525151,0.00245844,12.70730019,0.00638051,2.72221E-05,0.000248577,255.9769,11.704,7.612,219.8366,2.322,2.483,1.444,261.27,357.75,1022.75,414,123.9,67.1,116.175,55.23,54.09,74.14,20.31,52.63,1.6067,48700,17.11,1194.96,730,985.24,0.7552,1.3116,0.995,6.8768,6.9535,1.0692,1.2482,7.7581,67.8189,113.76,8.3133,0.7283,8.8308,214.66,161.02,30.40749931,97.90000153,76.07062531,159.25,41.51900101,121.7099991,102.8379364,579,86.29000092,58.29000092,2066,164.8000031,22.90999985,6320,14.39000034,40.11600113,41.19150162,924.5,86.02999878,1051.733276,239.8000031,65.12999725,27.50499916,171,1421,16.70866776,3224
1/31/2017,5.70563E-05,0.148287997,0.025231401,970.4030151,0.00405853,0.000951144,16.06690025,0.000271035,3.27E-07,0.318439007,0.000205666,10.72749996,3.410949945,0.006906,0.00439424,4.078639984,0.145988002,0.026667301,0.232038006,0.114696004,0.00638972,0.289216012,1.98764E-05,4.293089867,0.000378425,0.0098866,0.99999702,0.041880298,2.915649891,0.00523724,0.00237118,12.98509979,0.00631431,2.90671E-05,0.000242762,255.8861,11.71,7.817,219.899,2.274,2.451,1.417,261.74,359.75,1024.5,420.75,122.775,69.075,115.6,55.7,55.19,74.94,20.45,52.81,1.6117,48520,17.53,1210.51,756,994.4,0.7583,1.3028,0.9892,6.8768,6.8862,1.0795,1.2577,7.7588,67.49,112.78,8.241,0.7306,8.7404,216.31,161.83,30.33749962,96.15000153,75.13147736,156.8000031,41.17399979,121.4000015,100.6729202,583,84.16999817,57.99000168,2089,164.1399994,22.71999931,6395,14.21000004,39.83950043,41.0094986,925,84.62999725,1060.266602,234.8999939,64.65000153,27.29500008,168.3500061,1423,16.79533386,3227.5
2/1/2017,5.63345E-05,0.149993002,0.0273626,989.0230103,0.00406198,0.000969332,16.03300095,0.000276399,5.59E-06,0.314844996,0.000209392,10.73209953,3.431289911,0.00687369,0.00398859,4.075329781,0.137294993,0.0254748,0.237905994,0.119397,0.00639751,0.288904011,1.99884E-05,4.214680195,0.000385526,0.0100786,0.999998987,0.045226701,2.850460053,0.00548714,0.00235669,13.26780033,0.00653953,1.98218E-05,0.000258415,256.1006,11.71,7.644,219.701,2.315,2.474,1.452,260.56,368.25,1036.75,433.75,122.075,69.425,115.575,56.8,56.98,76.44,20.84,53.88,1.674,49460,17.51,1209.11,759,995.98,0.7582,1.3048,0.9923,6.8768,6.907,1.0767,1.2652,7.7596,67.3955,113.23,8.2259,0.7278,8.7485,218.15,163.59,32.1875,96.65000153,75.35687256,157.8999939,41.61750031,121.3099976,101.0173569,585,84.62000275,58.45999908,2078,163.6100006,23.15999985,6300,14.13000011,39.78475189,40.76200104,913.5,84.94999695,1068.800049,235.6000061,63.58000183,28.48749924,168.8999939,1415,16.61599922,3203.5
2/2/2017,5.07289E-05,0.146928996,0.028239301,1011.799988,0.0040931,0.000991564,16.30940056,0.000282568,1.89E-06,0.305534005,0.000211405,10.82139969,3.383470058,0.00681818,0.00364462,4.085269928,0.145952001,0.025845701,0.250788987,0.120724,0.00633108,0.302619994,2.98202E-05,4.105130196,0.000385522,0.0102067,0.99999398,0.053118501,2.63606,0.00629447,0.00241977,13.13609982,0.00646913,3.02354E-05,0.000273186,256.4416,11.71,7.736,220.1472,2.229,2.47,1.383,260.47,367.5,1037.25,434.5,123.75,70.35,116.875,56.56,58.35,76.91,20.55,53.54,1.6518,50350,17.43,1215.8101,767,1000.2,0.7655,1.3025,0.9922,6.8768,6.9129,1.0758,1.252,7.7597,67.205,112.8,8.2498,0.7286,8.7506,217.38,162.54,32.1324997,97.15000153,75.46957398,157.1499939,41.99750137,122.7399979,101.3617935,580.5,84.19999695,58.36000061,2122,163,22.74500084,6295,14.15999985,39.92649841,40.9129982,926,84.58999634,1059.733276,232.8000031,63.16999817,28.84749985,170.6000061,1438,16.77000046,3247.5
2/3/2017,5.35341E-05,0.143863007,0.0289093,1029.910034,0.00393048,0.00100931,17.52039909,0.000277753,1.20E-06,0.279303014,0.000213092,11.11450005,3.576649904,0.0066851,0.00355762,4.082560062,0.154659003,0.025152,0.248662993,0.121634997,0.00685402,0.297399014,0.000030704,4.097159863,0.000389241,0.0105334,0.999997973,0.053806301,2.56475997,0.00693842,0.00239926,12.86380005,0.00647392,3.05336E-05,0.000278076,257.0271,11.7,7.634,220.2714,2.256,2.491,1.356,262.06,365.25,1027,430.25,123.575,70.325,116.9,56.81,59.82,76.41,21.11,53.83,1.6651,50500,17.46,1219.8,747,1003.2,0.7683,1.3022,0.9924,6.865,6.8991,1.0781,1.2485,7.7575,67.175,112.7,8.2053,0.7315,8.76,218.18,163.5,32.27000046,98.01000214,75.80766296,158.3000031,40.50999832,123.0100021,101.558609,586,84.02999878,59.09999847,2129,163.9400024,23.15999985,6420,14.52999973,40.07450104,41.00650024,963,87.18000031,1070.93335,238.1000061,63.68000031,28.59499931,171.0500031,1442,16.75533295,3268.5
2/6/2017,0.000056904,0.144314006,0.0248519,1038.150024,0.00395479,0.00101739,17.12199974,0.000289971,2.04E-06,0.290861011,0.000214024,11.38939953,3.577980042,0.00740484,0.00562794,4.044010162,0.151856005,0.026510799,0.259021014,0.104335003,0.00964457,0.30468899,2.67813E-05,4.236949921,0.000423256,0.0116983,0.999997973,0.045512401,3.228080034,0.00603893,0.00236887,12.8842001,0.00644954,0.000020763,0.000269919,257.3215,11.7,7.71,220.7267,2.38,2.413,1.318,261.71,363.75,1036,422.5,123.525,71.35,116.425,55.72,58.94,75.63,21.18,53.01,1.6352,50280,17.73,1235.48,768,1011.24,0.7657,1.308,0.9903,6.86,6.9164,1.0749,1.2469,7.7582,67.17,111.71,8.2505,0.7318,8.8223,216.5,162.68,32.57249832,97.48999786,74.71825409,156.3500061,40.38199997,122.2300034,100.3776932,588,82.94000244,58.97999954,2130,163.4199982,22.72500038,6375,14.22999954,40.06700134,41.08100128,955,86.76999664,1066.133301,235.699997,63.63999939,29.32749939,170.199997,1444,17.18466759,3263
2/7/2017,5.33922E-05,0.146065995,0.033432499,1061.349976,0.00409219,0.00104012,17.13540077,0.000286596,6.26E-06,0.292133004,0.00020805,11.5152998,3.826649904,0.00744827,0.00595064,4.040369988,0.158254996,0.0259354,0.260078996,0.112148002,0.00919413,0.308842987,3.04025E-05,4.306749821,0.000405208,0.011829,0.999998987,0.0436894,3.5927701,0.00691734,0.00231856,12.64990044,0.00640668,0.000022088,0.000287459,257.5008,11.7,7.967,220.746,2.338,2.389,1.289,263.01,368.5,1042.75,430.75,124.225,72.375,117.675,55.05,56.7,75.09,20.72,52.17,1.6221,49470,17.705,1233.64,768,1000.75,0.7624,1.3181,0.997,6.8821,6.9576,1.068,1.251,7.7584,67.33,112.37,8.319,0.7299,8.8741,220.66,165.5,32.8824997,98.48000336,75.28174591,156.25,40.625,123.2600021,101.4601975,595,82.77999878,59.24000168,2163,162.9299927,22.42000008,6735,14.19999981,40.3484993,41.46149826,972,86.72000122,1080.533325,239,63.43000031,29.78249931,171.5,1459,17.16533279,3289
2/8/2017,5.34598E-05,0.148715004,0.030127401,1063.069946,0.00403672,0.00104181,17.34569931,0.000285313,6.98E-07,0.291929007,0.00021065,11.43120003,3.664249897,0.00790723,0.00613914,4.023169994,0.162529007,0.0282463,0.256274998,0.103738003,0.00912142,0.309076011,3.14972E-05,4.577620029,0.000397152,0.0121617,0.999998987,0.0530883,3.255870104,0.00666078,0.002235,12.80340004,0.00643797,2.12846E-05,0.000287033,257.2232,11.7,7.865,221.1038,2.244,2.351,1.215,264.56,370.75,1058.75,432.5,122.3,73.35,116.775,55.12,53.35,75.25,20.76,52.34,1.636,48770,17.78,1241.61,769,1014.75,0.7645,1.3143,0.9943,6.87,6.9482,1.0697,1.2537,7.7594,67.045,111.93,8.3112,0.7264,8.8345,224.25,168.12,33.00999832,99.02999878,75.24417877,155.25,40.98550034,124.0899963,101.3617935,601,83.48999786,60.65000153,2167,162.8699951,22.14999962,6765,14.14000034,40.41899872,41.49399948,970,85.95999908,1094.400024,238.199997,63.34000015,29.65250015,173.3500061,1455,17.47200012,3343
2/9/2017,4.99315E-05,0.145181999,0.025350001,994.3829956,0.00378148,0.000974495,16.58480072,0.000268108,1.67E-06,0.265134007,0.000204389,11.03219986,3.37947011,0.0071772,0.00605065,3.798589945,0.152790994,0.0301707,0.237373993,0.103372999,0.00831091,0.283681989,2.05944E-05,4.327250004,0.000385474,0.0113141,0.999998987,0.0486237,3.139139891,0.0063228,0.00215492,12.12310028,0.0063739,1.98877E-05,0.000259023,257.1531,11.7,7.865,221.1223,2.184,2.397,1.247,263.58,369.5,1050.5,443.5,123.625,74.225,117.65,55.63,52.87,75.58,20.65,53,1.6415,49230,17.64,1230.51,777,1012.24,0.7622,1.3143,1.0015,6.866,6.9759,1.0654,1.2494,7.7581,66.74,113.22,8.3286,0.7184,8.904,224.35,168.76,33.10499954,99.98000336,76.14575195,156.6000061,41.06800079,124.5199966,103.8712311,608,84.79000092,60.45000076,2153,164.0399933,22.65999985,6775,14.35999966,40.47800064,41.50299835,966,87.19999695,1115.733276,241.8000031,64.05999756,29.09499931,174,1466,17.94666672,3330
2/10/2017,4.96582E-05,0.144154996,0.026651399,988.6740112,0.00393542,0.000968901,16.67289925,0.000266942,2.73E-06,0.277056009,0.000207571,11.27890015,3.247050047,0.00727785,0.00557325,3.777209997,0.159982994,0.029519999,0.244161993,0.100086004,0.00902303,0.289822996,2.94804E-05,4.199140072,0.000365927,0.0111283,0.999998987,0.0484052,3.079900026,0.00633793,0.00214101,11.97980022,0.00628911,0.000029404,0.000266942,257.2419,11.7,7.53,221.0083,2.265,2.409,1.257,263.33,374.5,1059,449,122.075,74.55,116.4,56.7,51.79,75.82,20.42,53.86,1.6659,49830,17.946,1234.01,781,1010.4,0.7669,1.3078,1.002,6.8775,6.9883,1.0638,1.2489,7.7578,66.8131,113.19,8.3573,0.7194,8.9195,223.71,168.31,33.02999878,99.94999695,76.33358002,156.8500061,41.3730011,124.8499985,104.3140717,608,85.0699997,60.04999924,2167,164.0099945,22.60499954,6790,14.39999962,40.68349838,41.74250031,957.5,87,1117.866577,243,64,28.40500069,170.1000061,1469,17.94866753,3310.5
2/13/2017,4.49423E-05,0.143038005,0.026727499,990.6420288,0.00386527,0.000970829,16.87590027,0.000265833,4.24E-07,0.28639701,0.000207824,11.26949978,3.266259909,0.00716806,0.00529594,3.717890024,0.187593997,0.027914301,0.237939999,0.089069098,0.0081775,0.287075996,2.96123E-05,4.314290047,0.000348875,0.0117675,1,0.039708301,3.482079983,0.00663484,0.00206712,12.19729996,0.00625142,1.98128E-05,0.000267473,257.602,11.69,7.44,221.006,2.225,2.434,1.294,264.4,375.5,1054.25,452.25,121.825,74.75,115.925,55.59,49.72,76.61,20,52.93,1.6273,50000,17.79,1225.06,778,994.99,0.7638,1.307,1.0051,6.8776,7.0159,1.0597,1.2526,7.759,66.923,113.73,8.3883,0.7175,8.9395,223.33,168.16,33.32249832,100.699997,77.57324982,158.5,41.82649994,126.5,104.7569199,606.5,86.69000244,60.65000153,2164,165.8500061,23.00499916,6850,14.53999996,40.9620018,41.94800186,965.5,88.15000153,1113.599976,243.5,64.72000122,27.09499931,173.699997,1471,18.70666695,3299
2/14/2017,4.68836E-05,0.146080002,0.027115401,1004.549988,0.00399904,0.000984459,18.15080071,0.000261172,3.86E-06,0.286587,0.000208628,13.02519989,3.390189886,0.00697994,0.00499391,3.770800114,0.204526007,0.0272683,0.238721997,0.096999198,0.00800799,0.283573985,0.000029899,4.758830071,0.000360382,0.0113273,1,0.0407345,3.916340113,0.00672966,0.00208999,12.99330044,0.00627846,2.21943E-05,0.000251138,257.7147,11.69,7.58,220.9336,2.226,2.47,1.31,261.34,374.25,1045,449.5,124,75.175,117.375,55.97,48.91,76.32,20.47,53.2,1.6382,49200,17.949,1228.2,782,1000.4,0.766,1.3075,1.0055,6.8649,7.0301,1.0577,1.2467,7.7595,66.81,114.25,8.3974,0.7166,8.9291,225.3,169.37,33.75500107,101.3000031,77.12246704,159.1499939,41.81949997,126.25,104.1172562,609,86.30000305,60.02999878,2139,166.949997,23.09499931,6830,14.53999996,41.02249908,42.00149918,977,89.55999756,1121.06665,243.8999939,64.5699997,27.1949997,172.5500031,1463,18.73200035,3285.5
2/15/2017,5.06235E-05,0.147262007,0.025942599,1007.479981,0.0040399,0.00098733,19.63120079,0.000251845,9.55E-07,0.287225992,0.00020907,12.91969967,3.474240065,0.00737978,0.00488375,3.809279919,0.193193004,0.0272757,0.232702002,0.098670401,0.00805056,0.285991013,2.83952E-05,4.851679802,0.000362644,0.010909,1.00177002,0.040957701,3.747040033,0.00709301,0.00222424,13.61680031,0.00614739,2.07313E-05,0.000302244,257.7949,11.69,7.773,220.9201,2.247,2.502,1.301,262.89,378.75,1061.25,454.75,124.275,70.775,116.775,55.75,49.33,75.71,20.48,53.11,1.6305,50240,17.98,1232.56,783,1010.1,0.7708,1.3077,1.0051,6.8685,7.0126,1.0598,1.2458,7.7595,66.85,114.15,8.3375,0.7221,8.9182,227.27,170.5,33.87749863,101.5,79.48910523,158.75,42.13499832,127.2600021,104.3140717,610,86.18000031,59.93999863,2152,167.2799988,23.10000038,6820,14.38000011,40.94900131,41.86600113,980,90.58999634,1124.266602,246.8999939,64.52999878,27.25,173.8000031,1468,18.65066719,3312.5
2/16/2017,5.53145E-05,0.144559994,0.026068,1027.439941,0.00406405,0.00100689,19.51740074,0.000256909,1.06E-06,0.291292995,0.000207491,12.90369988,3.231970072,0.00729727,0.00499064,3.786809921,0.205932006,0.027341399,0.241836995,0.096403301,0.00751142,0.293020994,2.98033E-05,4.947040081,0.000360486,0.0110343,1.000049949,0.044489998,3.977940083,0.00703892,0.00213879,13.10210037,0.0060273,2.19055E-05,0.000277409,257.8221,11.69,7.773,221.1237,2.136,2.45,1.263,264.1,373.5,1043.75,447.75,123.825,69.825,116.525,55.65,49.94,75.01,20.36,53.36,1.6291,51140,18.088,1238.76,791,1012.1,0.7694,1.307,0.9965,6.8517,6.9647,1.0672,1.2487,7.7594,67.06,113.2,8.2854,0.7208,8.8589,227.62,169.97,33.83750153,101.6500015,78.81291962,158.3500061,42.20700073,127.2699966,104.2648697,607.5,85.44999695,59.15000153,2142,167.7400055,22.87000084,6800,14.39999962,41.20800018,42.10850143,978.5,90.52999878,1122.133301,245.6000061,64.51999664,26.8125,171.8500061,1471,17.93000031,3347.5
2/17/2017,5.25007E-05,0.143262997,0.0267087,1046.209961,0.00413784,0.00102529,20.00169945,0.000250833,4.04E-06,0.273528993,0.000208676,12.67650032,3.316839933,0.00733121,0.00474905,3.830359936,0.196476996,0.0280206,0.240294993,0.107441001,0.00742809,0.292723,2.30378E-05,4.92016983,0.00035655,0.0109196,1.000020027,0.044691298,3.689879894,0.00711328,0.00209327,13.29590035,0.00593549,2.46946E-05,0.000284121,257.7345,11.69,7.897,221.4866,2.176,2.425,1.212,264.54,368.25,1032.5,441,124.075,70.775,117.925,55.81,48.47,73.48,20.3,53.4,1.6364,51090,17.97,1235.22,793,1001,0.7669,1.3097,1.0025,6.864,7.0067,1.0611,1.2412,7.7612,67.06,112.85,8.3356,0.718,8.909,227.1,170.05,33.93000031,102.0500031,78.73779297,162.8000031,42.25350189,126.8799973,104.8061218,610,85.02999878,61,2162,168.5700073,22.46500015,6780,14.11999989,41.4034996,42.32749939,976.5,90.23000336,1124.266602,244,64.62000275,26.80750084,176.1000061,1484,18.14866638,3797
2/21/2017,5.24034E-05,0.140724003,0.023744701,1115.300049,0.00384435,0.00109299,21.24559975,0.000234755,2.04E-07,0.284372985,0.00020843,12.66839981,3.010159969,0.00637664,0.00479465,3.783279896,0.180030003,0.028227501,0.265543997,0.092497997,0.00702708,0.312027991,2.23378E-05,4.638000011,0.000333994,0.0098809,0.999759972,0.041221399,3.557379961,0.00632574,0.00199674,12.33689976,0.00583183,0.000022306,0.000334569,258.4501,11.68,7.21,221.6044,2.219,2.429,1.237,264.96,369.25,1026.25,436,124.55,70.35,119.1,56.66,46.8,73.52,20.8,54.06,1.6425,51650,17.94,1235.9,767,999.24,0.7674,1.3139,1.009,6.881,7.0537,1.0535,1.2472,7.7611,66.96,113.67,8.3581,0.7161,8.9746,226.11,170.85,34.17499924,103.5999985,78.54996491,165.449997,42.8219986,127.5899963,107.1679535,608.5,86.52999878,60.88999939,2174,168.9199982,22.49500084,6795,14.57999992,41.58300018,42.46350098,982.5,91.01000214,1128.533325,244.199997,64.48999786,27.76749992,173.449997,1472,18.49266625,3586.5
